taxid,genome_size,species_name
2904799,2549305,Sphingomonas cremea
2904801,5186447,Arthrobacter sp. I2-34
2905648,8162691,Paenibacillus allorhizoplanae
2905649,6439446,Paenibacillus auburnensis
2905677,4917612,Pontibacter sp. NBU2971
2905679,4191305,Pontibacter sp. NBU2972
2905831,7464355,Pseudonocardia terrae
2905937,24202225,Caloplaca ligustica
2905938,27853102,Letrouitia leprolyta
2906062,4452100,Pseudomonas wenzhouensis
2906076,3321600,Flavobacterium covae
2906078,3378879,Flavobacterium oreochromis
2906443,6272774,Dyadobacter fanqingshengii
2906456,7171767,Dyadobacter chenwenxiniae
2906497,10411484,Actinoplanes hotanensis
2906758,11517428,Myxococcus qinghaiensis
2906759,12698915,Pyxidicoccus xibeiensis
2906761,10408129,Myxococcus dinghuensis
2906798,5348817,Leptodesmis sichuanensis
2907202,5178257,Jiella avicenniae
2907205,4941522,Larkinella sp. IE-0392
2907343,5102396,Gloeobacter morelensis
2921185,3339315,Rosenbergiella metrosideri
2922394,3660938,Paracoccus sp. TK19116
2922720,3428306,Geothrix terrae
2922721,3230256,Geothrix oryzisoli
2922866,3904129,Fundidesulfovibrio sp. SG127
2922868,6695159,Streptomyces sp. M600PL45_2
2923272,7760770,Streptomyces tubbatahanensis
2923277,3290107,Pedobacter sp. CYS-01
2923278,4934485,Variovorax terrae
2923279,3074733,Ignatzschineria sp. HR5S32
2923283,4342370,Providencia manganoxydans
2923362,1637944,Bombilactobacillus folatiphilus
2923363,1494436,Bombilactobacillus thymidiniphilus
2923364,1550949,Apilactobacillus apisilvae
2923435,5084189,Belliella sp. DSM 111904
2923436,4666190,Belliella sp. DSM 107340
2924040,4308683,Parabacteroides sp. AGMB00274
2925113,3644147,Oceanobacillus alkalisoli
2925194,2606253,Mesosutterella sp. AGMB02718
2925396,5232694,Dryocola clanedunensis
2925397,4450330,Dryocola boscaweniae
2925406,5655878,Anaeromyxobacter sp. SG22
2907819,8512220,Nostoc favosum
2907820,9882092,Nostoc mirabile
2907998,3033485,Sphingomonas sp. SM33
2908000,4993032,Ramlibacter sp. XY19
2908002,4095330,Dechloromonas sp. XY25
2908004,7144125,Terrimonas sp. NA20
2908146,2259709,Thermus albus
2908147,2459001,Thermus thalpophilus
2908149,2064134,Thermus neutrinimicus
2908203,3996178,Solibacillus sp. MA9
2908204,9708286,Yinghuangia sp. KLBMP8922
2908205,2778408,Sphingomonas sp. NSE70-1
2908206,2593639,Sphingomonas sp. RB56-2
2908207,2226119,Sphingomonas sp. RG327
2908208,2507338,Sphingomonas sp. SE158
2908209,2548888,Sphingomonas sp. SE220
2908641,3631465,Pedomonas mirosovicensis
2908642,4915857,Solicola gregarius
2908838,4727205,Sinomonas sp. 5-5
2909234,4198472,Tabrizicola rongguiensis
2909236,4710176,Flavihumibacter fluminis (ex Guo et al. 2023)
2909237,4756398,Mariniradius sp. RY-2
2909249,3422084,Erythrobacter aurantius
2909283,3446865,Devosiaceae bacterium LMO-2
2909285,5926369,Opitutaceae bacterium LMO-M01
2909342,3450422,Octadecabacter algicola
2909586,5979725,Rubinisphaera margarita
2909587,3568380,Microbacterium sp. KUDC0405
2909668,3176629,Gillisia sp. M10.2A
2909671,7613364,Paenibacillus sp. PHS-Z3
2909672,4217721,Brevibacterium sp. WHS-Z9
2909673,2932896,Qipengyuania spongiae
2910158,7688450,Dyadobacter pollutisoli
2910770,3082019,Brachybacterium sp. JHP9
2910972,4290151,Pseudalkalibacillus salsuginis
2910976,5059823,Antribacter sp. KLBMP9083
2910977,5592885,Acuticoccus kalidii
2911009,9038162,Bradyrhizobium zhengyangense
2911061,3301116,Paracoccus salsus
2911062,5095666,Zunongwangia pacifica
2911065,3954847,Zavarzinia marina
2911172,4402330,Solitalea lacus
2911212,7558670,Micromonospora alfalfae
2911366,5104032,Rhodohalobacter sp. WB101
2911371,4281009,Nocardioides sp. KLBMP 9356
2911514,3752521,Lentibacillus sp. ZS110521
2911516,4103234,Gordonia zhenghanii
2911517,4044523,Gordonia liuliyuniae
2911537,4757936,Luteibacter sp. 321
2911539,4994364,Luteibacter sp. 353
2911683,2830228,Flavobacterium proteolyticum
2911888,3642166,Brachybacterium sp. PhyBa_CO2_2
2911966,5812450,Cohnella mopanensis
2912055,3978222,Pseudomonas oligotrophica
2912187,4107949,Solibacillus sp. ZS111008
2912228,3024573,Staphylococcus shinii
2912242,4796677,Xanthomonas indica
2912247,4300039,Lysobacter chinensis
2913411,3821644,Sandaracinobacteroides sayramensis
2913497,2506931,Corynebacterium lehmanniae
2913498,2258537,Corynebacterium meitnerae
2913499,2255182,Corynebacterium evansiae
2913500,2421743,Corynebacterium curieae
2913501,2323160,Corynebacterium macclintockiae
2913502,2752657,Corynebacterium hesseae
2913503,2325348,Corynebacterium marquesiae
2913504,2402165,Corynebacterium yonathiae
2913557,3766431,Aestuariivivens sediminis
2913560,3725561,Aestuariivivens sediminicola
2914984,5252950,Brenneria tiliae
2915619,4477476,Muricauda aurea
2915813,6454788,Pseudomonas sp. TNT19
2915939,3497265,Microbacterium kunmingensis
2915940,2568106,Micrococcus sp. JXJ CY 30
2916756,4455020,Ruegeria sp. 1NDH52C
2916838,3392882,Polaribacter marinus
2917717,3651059,Kordiimonas laminariae
2917767,33573984,Candolleomyces efflorescens
2917790,2339861,Wielerella bovis
2917812,3260636,Natronocalculus amylovorans
2917832,6426061,Leptothermofonsia sichuanensis
2917965,5738122,Mitsuaria chitinivorans
2917991,4355340,Devosia sp. JXJ CY 41
2917993,4803227,Halalkalibacter alkaliphilus
2918170,6720545,Anaeromyxobacter oryzae
2918171,4590331,Anaeromyxobacter paludicola
2918528,3935609,Halopseudomonas sp. RR6
2918765,3429145,Sphingomonas qomolangmaensis
2918835,4122371,Petrachloros mirabilis
2918883,29553547,Aduncisulcus paluster
2919498,3706728,Microvirga solisilvae
2919500,3570932,Acidovorax sp. W1-6
2919542,3610473,Lolliginicoccus levis
2919576,4682650,Shewanella sp. 3B26
2919747,4240922,Marinobacter salinexigens
2919913,4979702,Shinella sp. B3.7
2919919,3554601,Atopomonas sediminilitoris
2919920,4308108,Ancylobacter gelatini
2919922,2511698,Acinetobacter sedimenti
2919947,4311700,Dyella sp. NS14
2920382,6309489,Chitinophaga sp. R8
2920386,3752850,Gramella sp. GC03-9
2920428,3838446,Aurantimonas marianensis
2920935,3782725,Aestuariibaculum lutulentum
2925408,5313092,Anaeromyxobacter sp. SG63
2925782,3666533,Tepidibacter sp. 8C15b
2925839,3316613,Aliiroseovarius sediminis
2925840,3531661,Aliiroseovarius subalbicans
2926292,2794094,Lacticaseibacillus kribbianus
2926463,5353395,Hymenobacter cyanobacteriorum
2926467,4865496,Leclercia tamurae
2926469,4784273,Silvania hatchlandensis
2926470,4873875,Silvania confinis
2926519,4612112,Scandinavium hiltneri
2926520,4649742,Scandinavium manionii
2926521,4756759,Scandinavium tedordense
2926616,2035419,Veillonella sp. Ds1651
2926618,9354073,Saccharopolyspora soli
2926907,4365036,Abyssalbus ytuae
2927582,9406843,Streptomyces sp. 7R016
2927791,2742811,Lysobacter sp. 50
2927804,5345811,Marinobacterium sedimentorum
2927975,3265981,Geothrix sp. Red222
2927977,3406885,Geothrix sp. Red803
2927978,4233904,Geothrix sp. Red804
2927979,4994678,Holophagaceae bacterium W79
2928153,4412594,Cryobacterium sp. ZS14-85
2929456,5931841,Acaryochloris thomasi
2929485,5071096,Desulfatitalea sp. M08but
2929513,4749370,Pseudomonas marianensis
2929573,1672155,Lactobacillaceae bacterium WR16-4
2929799,3238712,Chryseobacterium oryzae
2929800,3037983,Chryseobacterium suipulveris
2929802,4005264,Agromyces sp. CFWR-12
2929842,2929090,Rhodocyclus gracilis
2930092,4604542,Novosphingobium organovorum
2930199,5473091,Leisingera sp. BMJM1
2930389,4531673,Novosphingobium sp. B2638
2931921,5293537,Alicyclobacillus mengziensis
2931922,2394777,Miniphocaeibacter halophilus
2931930,8564336,Kovacikia minuta
2931975,4757880,Halosolutus gelatinilyticus
2931978,5937633,Paenibacillus mangrovi
2931982,3023073,Corynebacterium kalidii
2932245,3337834,Leucobacter sp. H25R-14
2932247,3562128,Leucobacter sp. H21R-40
2932249,6101666,Hymenobacter sp. 5116S-27
2932251,5279535,Hymenobacter sp. 5413J-13
2932254,7126218,Hymenobacter sp. 5420S-77
2932255,4801263,Gracilibacillus sp. SSPM10-3
2932256,4509959,Gracilibacillus sp. SSWR10-1
2932258,4887025,Halobacillus sp. SSTM10-2
2932259,4299351,Halobacillus sp. SSHM10-5
2932264,2623554,Bowdeniella massiliensis
2932267,4594540,Halosolutus amylolyticus
2932268,4029301,Psychroserpens sp. MSW6
2932774,4760158,Mucilaginibacter straminoryzae
2933291,4340292,Vibrio sp. YLB-11
2933566,3908768,Sphingobium sp. MAH-33
2933588,2107022,Anaerosoma tenue
2933777,4778575,Hymenobacter sp. 5516S-25
2934161,3771308,Ornithinimicrobium cryptoxanthini
2934315,3757330,Anaeropeptidivorans aminofermentans
2934340,4012255,Halocatena salina
2934936,4551896,Allorhizobium sonneratiae
2934937,3957008,Halocatena marina
2935017,1292712,Fructobacillus apis
2935082,1163832,Spiroplasma endosymbiont of Lariophagus distinguendus
2935520,2790636,Faecalibacterium hattorii
2935737,4434392,Arthrobacter terrae
2935860,9305943,Sphaerisporangium perillae
2935863,4819171,Alkalimarinus coralli
2936439,5707491,Vallitalea sp. SH18-1
2936508,8795693,Paenibacillus hamazuiensis
2937283,5177826,Aquimarina acroporae
2937440,7297637,Spirosoma sp. RP8
2937441,4704456,Ideonella sp. NS12-5
2937442,5636211,Flavobacterium humidisoli
2937791,6387035,Roseomonas acroporae
2937795,4677642,Rhizobium sp. NTR19
2938121,7264748,Dyadobacter diqingensis
2938197,7005662,Pseudomonas morbosilactucae
2938695,4624940,Halorussus sp. XZYJT49
2938947,3094534,Aliidiomarina quisquiliarum
2938948,2880162,Sphingomonas glaciei
2939398,26383710,Peltula sp. TS41687
2939399,27566375,Claussenomyces sp. TS43310
2939400,22580152,Chrysothrix sp. TS-e1954
2939402,21027630,Trizodia sp. TS-e1964
2939403,25042950,Sclerophora amabilis
2939404,19153013,Thelocarpon superellum
2939405,21448137,Vezdaea aestivalis
2939406,37362501,Bogoriella megaspora
2939407,32740561,Bathelium mastoideum
2939408,18949775,Vezdaea acicularis
2939410,20598527,Caeruleum heppii
2939412,22139998,Piccolia ochrophora
2939436,4318768,Limibaculum sediminis
2939460,1840996,Parvivirga hydrogeniphila
2939490,10010471,Actinoplanes aksuensis
2939491,6574025,Parabacteroides sp. GYB001
2939690,3182053,Limnobacter sp. YS8-69
2940293,3364452,Roseibaca sp. V10
2940301,1458675,Fructilactobacillus myrtifloralis
2940302,1414204,Fructobacillus americanaquae
2940390,62965231,Colletotrichum filicis
2940486,3599217,Luteimonas galliterrae
2940498,2930919,Sporolactobacillus sp. CPB3-1
2940516,2006474,Moraxella sp. Tifton1
2940653,2978709,Clostridium caldaquaticum
2941233,5880648,Acetatifactor aquisgranensis
2941323,2613901,Adlercreutzia aquisgranensis
2941324,2132383,Adlercreutzia agrestimuris
2941326,1949043,Alistipes muris
2941327,4522258,Flintibacter muris
2941328,1877841,Lactobacillus agrestimuris
2941332,1694529,Limosilactobacillus caecicola
2941333,4042800,Mediterraneibacter agrestimuris
2941334,4982655,Neobacillus muris
2941335,2631876,Odoribacter lunatus
2941338,2070888,Streptococcus caecimuris
2941340,1753786,Veillonella agrestimuris
2941341,2034759,Veillonella intestinalis
2941502,2306017,Caniella muris
2941505,1752169,Anaerotardibacter muris
2941507,3068347,Senimuribacter intestinalis
2941510,2293417,Pumilibacter muris
2941513,1970454,Anaerocaecibacter muris
2941515,5475820,Otoolea muris
2941517,3320873,Hominisplanchenecus murintestinalis
2941519,2242112,Vermiculatibacterium agrestimuris
2942208,3709742,Muricauda spongiicola
2942209,4589625,Ruegeria sp. 2012CJ41-6
2942213,4723806,Sansalvadorimonas sp. 2012CJ34-2
2942470,3454033,Acinetobacter amyesii
2942762,6929784,Argonema galeatum
2942763,7745032,Argonema antarcticum
2942909,4348474,Brachybacterium kimchii
2943193,5281863,Salipiger pentaromativorans
2943490,2352634,Corynebacterium sp. TA-R-1
2943492,2644957,Corynebacterium sp. B5-R-101
2943497,3390424,Acinetobacter tibetensis
2943498,5002371,Candidatus Mycobacterium methanotrophicum
2943705,7450597,Nocardia sputi
2944128,4515412,Jatrophihabitans sp. SB3-54
2944139,3930865,Gilvimarinus xylanilyticus
2944268,3862864,Zeimonas sediminis
2944811,5519315,Schlegelella sp. S2-27
2944914,2931225,Erysipelotrichaceae bacterium LH1062
2944915,3311262,Coprobacter sp. LH1063
2945102,4387942,Nocardioides bruguierae
2945105,3957093,Halomonas sp. ATCH28
2945988,10438610,Amycolatopsis iheyensis
2946593,2372414,Oxalobacter aliiformigenes
2946594,1926489,Oxalobacter paeniformigenes
2946604,2929928,Flavobacterium sp. HXWNR29
2946865,4782621,Vibrio sinus
2948575,8932131,Anatilimnocola floriformis
2949085,2685740,Flavobacterium sp. HXWNR69
2949086,2647239,Flavobacterium sp. HXWNR70
2949092,4676051,Sphingomonas tagetis
2949093,2906096,Sphingomonas donggukensis
2949094,3555040,Sphingomonas liriopis
2949308,3932136,Mucilaginibacter aurantiaciroseus
2949309,7029218,Mucilaginibacter flavidus
2949332,3210596,Aequitasia blattaphilus
2949333,3250480,Ohessyouella blattaphilus
2949426,4116456,Maritimibacter sp. B-399
2949635,3101014,Alkaliflexus sp. Ai-910
2949643,3305617,Rothia santali
2949664,5138448,Paraconexibacter antarcticus
2949997,2516205,Thiomicrorhabdus sp. XGS-01
2950104,7068637,Frankia tisae
2950106,4007079,Rathayibacter rubneri
2950107,9072081,Rhodopirellula aestuarii
2950108,4067215,Sneathiella marina
2950184,8890835,Adonisia turfae
2950278,7048502,Runella sp. S5
2950279,4534944,Nocardioides sp. STR3
2950280,6197538,Janthinobacterium sp. GK
2950371,2556416,Lapidilactobacillus luobeiensis
2950375,2370332,Levilactobacillus humaensis
2950420,6718605,Fibrivirga algicola
2950438,3660390,Aquibacillus sp. 3ASR75-11
2950439,3700068,Aquibacillus sp. 3ASR75-54
2950604,5636736,Brevibacillus sp. BB3-R1
2950949,2333284,Sphingomicrobium sediminis
2951057,3990314,Chryseobacterium foetidum
2951405,3820957,Methylocystis sp. NLS-7
2951807,5034064,Sphingomonas sp. MMSM20
2952157,6822461,Mycolicibacterium sp. CAU 1645
2952158,3567459,Gracilimonas sp. CAU 1638
2952222,4261322,Shewanella holmiensis
2952535,9424154,Actinoallomurus sp. WRP6H-15
2952607,6782311,Streptomyces macrolidinus
2952618,3525789,Chryseobacterium oryctis
2952754,3768132,Devosia ureilytica
2952933,4435705,Pseudomonas subflava
2953240,7069061,Streptomyces humicola
2953739,4250173,Solitalea agri
2953746,3854603,Halovivax sp. AGai3-5
2953750,3596520,Halorussus sp. YCN54
2953753,4312161,Saliphagus sp. WLHS1
2953880,3024528,Levilactobacillus sp. HBUAS62285
2953881,3836670,Natribaculum sp. CGA3
2953882,4483112,Mesorhizobium sp. RP14(2022)
2953895,5615131,Ralstonia mojiangensis
2953896,5726971,Ralstonia soli
2953977,1409226,Wolbachia endosymbiont (group A) of Andrena hattorfiana
2953997,1748465,Wolbachia endosymbiont (group B) of Chorthippus parallelus
2953999,1387347,Wolbachia endosymbiont (group A) of Coremacera marginata
2954021,2192297,Wolbachia endosymbiont (group B) of Ischnura elegans
2954030,1875946,Wolbachia endosymbiont (group B) of Melanostoma mellinum
2954056,1273940,Wolbachia endosymbiont (group A) of Sicus ferrugineus
2954057,1354582,Wolbachia endosymbiont (group A) of Sphaerophoria taeniata
2954114,4050246,Candidatus Mycolicibacterium alkanivorans
2954381,5500985,Candidatus Accumulibacter contiguus
2954799,7796805,Aeoliella straminimaris
2955316,3825019,Limimaricola litoreus
2956784,5050391,Chryseobacterium paludis
2956795,7773954,Stieleria sp. TO1_6
2957504,5612125,Ralstonia chuxiongensis
2959716,3397356,Futiania mangrovii
2961520,3154193,Arcobacter sp. ARW1-2F2
2961580,5836236,Flavobacterium sp. AC
2961597,3700630,Halovivax sp. CGA30
2961619,4254924,Alkalimarinus sp. A2M4
2961621,3041226,Halohasta sp. GSL13
2961894,4522925,Ectobacillus ponti
2961895,2265076,Bartonella harrusi
2961943,5117434,Aquiflexum gelatinilyticum
2961944,2949265,Alteromonas sp. LMIT007
2961951,3920993,Chitinolyticbacter sp. YIM B06366
2961994,4217547,Saliphagus sp. WLHSJ1
2962607,4691924,Marinobacter sp. 71-i
2962671,4399335,Halosegnis sp. ZY10
2962673,4190378,Haloglomus sp. ZY58
2962676,4167635,Salinirubellus sp. BND22
2962936,4727519,Alsobacter sp. SYSU M60028
2963284,4058004,Terrisporobacter muris
2963406,2653678,Microcella sp. MMS21-STM10
2963433,4208668,Halovivax sp. WLHSJ27
2963937,5988821,Tahibacter harae
2963939,4592903,Methylomonas rapida
2964609,3640817,Arthrobacter sp. zg-Y859
2964666,2266505,Sphingomicrobium nitratireducens
2965074,7593335,Pseudomonas serbica
2965077,3186764,Parvularcula maris
2966350,4426898,Arthrobacter mangrovi
2966451,3318792,Geothrix sp. SG12
2966552,1960795,Oscillospiraceae bacterium MDTJ8
2967225,5965450,Mucilaginibacter sp. JC4
2967226,2224566,Granulicatella sp. S8
2967339,1869109,Bombella sp. TMW 2.2559
2967341,11017810,Streptomyces sp. RCU064
2968086,3133793,Aeromicrobium sp. zg.Y50
2968490,2961016,Myroides sp. SCSIO 72103
2968968,4042123,Stutzerimonas degradans
2968969,4394686,Stutzerimonas frequens
2969249,6868203,Paenibacillus soyae
2969821,3224940,Aerococcaceae bacterium No. 9
2969984,3064646,Qipengyuania sp. RS5-5
2970465,12594933,Archangium sp. CY-1
2970906,7391279,Azospirillum argentinense
2970912,3854319,Herbiconiux sp. CPCC 205716
2970913,4160394,Herbiconiux sp. CPCC 205763
2970914,5304050,Herbiconiux sp. CPCC 203386
2970926,2981289,Protaetiibacter sp. 10F1B-8-1
2970927,2820553,Lacticaseibacillus parakribbianus
2971264,4883390,Citrobacter sp. S171
2972119,35226502,Penicillium cf. viridicatum
2972120,29823847,Penicillium cf. griseofulvum
2972122,33834515,Penicillium majusculum
2972123,32107691,Penicillium tannophilum
2972472,5002696,Ancylobacter mangrovi
2972485,4093801,Sphingomonas sp. ZFBP2030
2972487,5892720,Paenibacillus endoradicis
2972786,2421812,Commensalibacter sp. LMG 31819
2972948,2888417,Moorella sulfitireducens
2972951,5982706,Parapedobacter tibetensis
2972972,3898044,Bdellovibrio sp. PAP01
2973938,2310535,Neisseria sp. CSL10203-ORH2
2973939,1692266,Streptococcus sp. SQ9-PEA
2973940,2237001,Staphylococcus sp. GRT3
2974023,4726914,Verrucomicrobia bacterium B-154
2974474,5074109,Emticicia sp. 7-6
2975053,4526033,Nocardioides sp. STR2
2975056,3212657,Govania unica
2975157,4635932,Marinilongibacter aquaticus
2975273,3772170,Algoriphagus sp. CAU 1643
2975440,4266791,Thalassolituus pacificus
2975484,3967895,Chelativorans petroleitrophicus
2976125,4104639,Mumia quercus
2976241,6458762,Tahibacter amnicola
2976331,9813311,Stieleria sedimenti
2976475,3025657,Tsuneonella litorea
2976531,4757357,Propionivibrio soli
2976532,4124578,Chryseobacterium sp. PBS4-4
2976534,2991394,Chryseobacterium sp. GMJ5
2976535,2632398,Sulfurospirillum sp. SG202
2976980,4920350,Nitratireductor luteus
2977121,4283908,Flexivirga sp. Q11
2977531,3325306,Microbacterium sp. W1N
2977629,3687314,Arthrobacter sp. EH-1B-1
2978220,5255834,Winslowiella arboricola
2978347,5632578,Mycobacterium sp. CPCC 205710
2978350,2756500,Microbacterium sp. PMIC_1C1B
2978355,38082340,Gnomoniopsis sp. IMI 355080
2978356,31528740,Didymella sp. IMI 355093
2978357,36929578,Neurospora sp. IMI 360204
2978358,30047231,Neodidymelliopsis sp. IMI 364377
2978359,29308369,Collariella sp. IMI 366227
2978360,42784582,Kalmusia sp. IMI 367209
2978473,6289366,Roseateles sp. BIM B-1768
2979464,4474154,Reichenbachiella sp. BKB1-1
2979865,2578958,Nesterenkonia sp. GX14115
2979869,4812735,Reichenbachiella sp. Wsw4-B4
2980027,2938013,Fervidibacillus halotolerans
2980099,2725648,Paenalcaligenes faecalis
2980103,4882427,Alkalihalobacillus sp. MEB203
2980104,5557913,Reichenbachiella sp. ABR2-5
2980107,3905328,Lacinutrix sp. HL-RS19
2981134,9362607,Streptomyces sp. HUAS 13-4
2981137,4186520,Chitiniphilus sp. CD1
2981529,2371088,Staphylococcus sp. SQ8-PEA
2981723,1967735,Aedoeadaptatus acetigenes
2981787,3714607,Dorea acetigenes
2981849,5035470,Robbsia sp. Bb-Pol-6
2982496,7014184,Paraflavisolibacter caeni
2983605,6653649,Tahibacter soli
2983606,5069351,Chryseobacterium sp. MMS21-Ot14
2983763,5177435,Hoeflea sp. G2-23
2983764,5118054,Hoeflea sp. J2-29
2983766,4347779,Chryseobacterium sp. KC 927
2984028,4350542,Chryseobacterium kimseyorum
2984206,3858932,Vogesella sp. DC21W
2984210,4021083,Asticcacaulis sp. DXS10W
2984211,3776254,Asticcacaulis sp. LKC15W
2984212,4002821,Asticcacaulis sp. BYS171W
2984322,2176471,Acetobacteraceae bacterium (ex Diaphorina citri)
2984329,4120790,Aestuariibacter sp. AA17
2984494,3138640,Marinomonas sp. C2222
2984495,6910013,Streptomyces beihaiensis
2984530,3930456,Pelagibacterium sp. YIM 151497
2984863,5393233,Gordonia aquimaris
2984949,4102247,Sphingomonas sp. LB-2
2986476,4094210,Shewanella subflava
2986526,2623040,Lawsonibacter celer
2986805,2837702,Salinibacterium sedimenticola
2986949,5945794,Jiella sp. HL-NP1
2987481,4638664,Chryseobacterium sp. pc2-12
2987520,5489377,Acidovorax sp. D2M1
2987522,4574923,Alteromonas sp. chi3
2987523,3111689,Erythrobacter sp. sf7
2987524,5868506,Janthinobacterium sp. hw3
2987525,5471347,Paucibacter sp. hw1
2987526,4372104,Paucibacter sp. hw8
2987687,5576800,Flavobacterium shii
2987751,3943709,Rhodococcus sp. 75
2989705,2855988,Flavobacterium sp. TH16-21
2989714,4045164,Acinetobacter sp. BIT-DXN8
2989719,6233507,Luteolibacter sp. GHJ8
2989783,7557982,Nonomuraea sp. MCN248
2989819,3889357,Xanthomonas sp. H13-6
2989820,2865926,Kaistella sp. BT6-1-3
2991712,5373152,Rhodovastum sp. RN2-1
2991723,5656459,Photorhabdus sp. APURE
2992126,4571678,Dyella sp. RBB1W86
2992127,4954565,Dyella sp. RXD159
2992128,5311676,Dyella sp. RBB189
2992132,6469551,Romeriopsis navalis
2992134,4198480,Zarconia navalis
2992140,11474152,Bradyrhizobium barranii
2992147,5016967,Defluviimonas sp. CAU 1641
2992573,4155451,Lysobacter sp. 5-21a
2993314,4818353,Haladaptatus sp. ZJ1
2993316,2888645,Thermomonas sp. 2C3345
2993540,10610750,Streptomyces griseiscabiei
2993564,4343116,Methylococcus sp. 16-5
2993659,5577346,Hoeflea sp. E7-10
2993936,4643869,Mangrovivirga sp. M17
2993940,4648497,Pontibacter sp. M82
2993941,4650646,Brucella sp. YY2X
2994035,3677942,Sellimonas catena
2994424,4451836,Dyella sp. RLT163
2994495,6164858,Pseudomonas paraeruginosa
2994553,4036307,Salinimicrobium profundisediminis
2994555,10142296,Flammeovirgaceae bacterium WSW3-B12
2994642,4360075,Acinetobacter nematophilus
2994648,4708215,Enterobacter nematophilus
2994654,5165915,Kaistia nematophila
2994971,2720089,Microcella sp. MMS21-STM12
2995303,11048555,Nannocystis sp. bb15-2
2995306,13254631,Polyangium sp. rjm3
2995308,13472481,Sorangium sp. wiwo2
2995309,10951030,Stigmatella sp. ncwal1
2995310,13831693,Archangium sp. miwbw1
2996017,2865387,Marinicella sp. S6413
2996112,4730290,Enterobacter pseudoroggenkampii
2997294,3494751,Gemmiger qucibialis
2997333,5863246,Baekduia sp. 0141_2
2997337,5005898,Parasedimentitalea sp. QS115
2997343,8148009,Saccharopolyspora sp. WRP15-2
2997416,10185877,Actinoplanes sp. Pm04-4
2998077,4698732,Lysinibacillus sp. IRB4-01
2998078,3873739,Acinetobacter sp. VNH17
2999067,5091677,Hymenobacter sp. PAMC 29467
2999072,4097941,Clostridium sp. ZC22-4
3003257,4580707,Flavobacterium sp. IMCC34774
3003258,5427275,Flavobacterium sp. IMCC34775
3003262,4510424,Flavobacterium sp. IMCC36791
3003414,30347723,Penicillium sp. IBT 31633x
3003415,33465021,Penicillium sp. IBT 16267x
3003416,37375558,Penicillium sp. IBT 35674x
3003417,30736580,Penicillium sp. IBT 18751x
3003601,1995029,Peptostreptococcus sp. CBA3647
3012344,4429509,Sphingomonas sp. PAMB00755
3014267,3218823,Agathobaculum massiliense
3016001,2394163,Corynebacterium sp. BL-R-1
3016083,3215271,Phocaeicola sp. KGMB11183
3016339,3452143,Flavobacterium sp. IMCC36792
3016340,5875958,Mycobacterium sp. CPCC 205372
3016342,2510028,Cutibacterium sp. CBA3108
3016343,1709189,Peptoniphilus sp. CBA3646
3016789,10322360,Micromonospora sp. RD004123
3017781,3558095,Paracoccus sp. SCSIO 75817
3017783,3534024,Paracoccus sp. SCSIO 76264
3017784,3761358,Paracoccus sp. SCSIO 80058
3017813,4084570,Paracoccus sp. Z330
3018340,5163221,Pseudomonas sp. SA3-5
3018443,2952053,Meridianimaribacter sp. MBT5
3018444,6970021,Nocardiopsis sp. LSu2-4
3019891,6066665,Actinomycetospora sp. DW7H6
3020831,4760098,Maribacter sp. D37
3024215,4801535,Novosphingobium sp. HBC54
3024236,4321915,Lutispora saccharofermentans
3024400,3591884,Kordiimonadaceae bacterium 6D33
3025672,2582146,Lacticaseibacillus sp. KACC 23028
3025680,4319979,Pseudalkalibacillus sp. FJAT-53715
3025782,6320946,Allorhizobium ampelinum
3025875,4318764,Xenorhabdus sp. XENO-2
3026162,5163082,Halosimplex sp. XZYJT29
3025878,4667511,Xenorhabdus sp. XENO-10
3026418,3600470,Devosia sp. G20-9
3026423,3475028,Devosia sp. G2-5
3026462,1715240,Campylobacter sp. 46386-21
3027471,5510416,Cohnella sp. YIM B05605
3027921,3087023,Microbacterium sp. NM3R9
3028623,2665101,Jeotgalibaca sp. YN-L-12
3029061,4481396,Microbulbifer sp. H12
3029272,1555175,Oscillospiraceae bacterium UPII 610-J
3029761,4730052,Enterobacter sp. A-8
3030016,2904997,Caproicibacterium sp. ZCY20-5
3030637,3712041,Halomicroarcula sp. FL173
3030827,8211357,Paludisphaera sp. Pla2
3030829,5544747,Sphingomonas sp. H39-1-10
3030835,4085806,Agromyces sp. H3Y2-19a
3031126,6242368,Pararhizobium sp. T808
3031239,4163929,Tessaracoccus sp. HF-7
3031321,3072245,Leifsonia sp. H3M29-4
3031324,4030812,Muricauda sp. 81s02
3031325,4292830,Muricauda sp. 334s03
3031406,4564264,Isoptericola sp. q2
3031751,9312381,Malassezia sp. CBS 17886
3032283,3557264,Salinigranum sp. XZGYJ-43
3032872,5871761,Petralouisia muris
3033385,5028240,Psychromarinibacter sp. C21-152
1521,4068724,Ruminiclostridium cellulolyticum
1528099,1860551,Lawsonella clevelandensis
150055,1793521,Streptococcus lutetiensis
13690,5532633,Sphingobium yanoikuyae
13706,30745403,Syncephalastrum racemosum
13725,5368928,Thiocystis violacea
138336,4533155,Blastococcus saxobsidens
13656,3360228,Rhizorhapis suberifaciens
13684,37164226,Parastagonospora nodorum
13689,4367078,Sphingomonas paucimobilis
126156,3607666,Psychrobacillus psychrotolerans
1677857,3604547,Acetivibrio saccincola
1809410,3784322,Herminiimonas arsenitoxidans
1851429,3026655,Christensenella intestinihominis
2608255,2627730,Arenimonas fontis
27288,11219539,Naumovozyma castellii
